Q339896	Ajith Kumar
Q122141	Vodafone
Q381982	David Chase
Q31561	acoustic guitar
Q2264873	Vivendi Games
Q1151457	D. W. Moffett
Q232059	Ann-Margret
Q187276	Au revoir les enfants
Q153723	Inglourious Basterds
Q2865801	Artisan Entertainment
Q466127	Mohamed Kallon
Q11813	James Madison
Q131149	Henry David Thoreau
Q499371	Backdraft
Q641786	Crossroads
Q79904	J. D. Salinger
Q189729	Philip Glass
Q115556	Douglas County
Q864024	Ponce
Q101505	Deep Purple
Q657943	Fanaa
Q828322	platform game
Q185529	pornographic film
Q517337	Toshio Furukawa
Q843552	Vic Mignogna
Q16290	Star Trek: The Next Generation
Q19526	Maya Angelou
Q188008	dyspnea
Q36947	Salvador
Q22670	Friedrich Schiller
Q315732	The Producers
Q18954	Tron: Legacy
Q152025	Bernard Law Montgomery, 1st Viscount Montgomery of Alamein
Q83307	minister
Q888612	deathgrind
Q4553695	17th United States Congress
Q645094	The Best Years of Our Lives
Q280679	PAS Giannina F.C.
Q180453	Dolly Parton
Q162959	Blake Lively
Q219625	fine art
Q231163	Olivia Williams
Q685	Solomon Islands
Q986	Eritrea
Q220621	A.A. Argentinos Juniors
Q2300423	United States Conference of Catholic Bishops
Q1048166	Casper
Q831354	smooth jazz
Q622877	Mao's Last Dancer
Q204716	New Zealand National Party
Q484864	Bo Welch
Q1025106	Universal Republic Records
Q128109	Chicago Bulls
Q1263215	Glasnevin Cemetery
Q159943	abstract algebra
Q518589	Happy Days
Q765633	aviation
Q814343	Beginners
Q312567	William Lamb, 2nd Viscount Melbourne
Q381799	Cary-Hiroyuki Tagawa
Q33506	museum
Q255565	Carol Burnett
Q955764	University of Illinois at Chicago
Q83270	hard rock
Q467362	Sophie Thompson
Q167726	Jurassic Park
Q3001	Paramaribo
Q380981	Tropic Thunder
Q1077361	Chris Innis
Q1336850	Frank Pierson
Q42305	Richard I of England
Q1836411	Grammy Award for Best Recording Package
Q2315929	The Sterile Cuckoo
Q29245	Hastings
Q1806065	Larry Gelbart
Q109053	Art Tatum
Q1171247	Hold Back the Dawn
Q128604	Lester B. Pearson
Q364017	Robert Richardson
Q836115	Lacombe
Q310379	John Irving
Q2017333	Oklahoma!
Q642553	Cleveland Indians
Q52440	LL Cool J
Q2118505	Impromptu
Q178166	Vin Diesel
Q7748	law
Q328658	Le Havre A.C.
Q327100	Zimbabwe national football team
Q153890	Niko Tinbergen
Q44687	Schutzstaffel
Q172044	Jennifer Garner
Q1650296	instrumental rock
Q224117	30 Days of Night
Q3827483	Latin hip hop
Q1143635	business school
Q1228431	Dischord Records
Q931704	OFI Crete
Q259502	Australian dollar
Q2410237	The Chocolate Soldier
Q849950	Scottish Church College
Q233882	Frances Conroy
Q4395066	Amy Robach
Q770544	Creighton University
Q558664	Alex Rodriguez
Q206364	David Boreanaz
Q7498688	Shirley Ann Russell
Q38076	McDonald's
Q200123	Ludhiana
Q42482	Iron Maiden
Q27051	Cameron County
Q925891	Michael Bell
Q902771	Bravo
Q193212	Seann William Scott
Q135465	Rashomon
Q3700365	Scott Millan
Q199929	Jennifer Morrison
Q785351	The Rainmaker
Q3530867	Tom Ruegger
Q1358344	newscast
Q922368	Drew Goddard
Q739552	Square
Q17497	FC Dinamo Moscow
Q917469	The Divorcee
Q375792	Warren Zevon
Q10300	Rayo Vallecano
Q179275	War in North-West Pakistan
Q229	Cyprus
Q389925	Havana
Q490464	Enchanted
Q956870	Just Blaze
Q1062789	congregational church
Q5930	Family Guy
Q160432	Jude Law
Q3089275	Mahesh Manjrekar
Q214801	The Truman Show
Q164380	Bethlehem
Q451501	Stephen Gilchrist Glover
Q695389	I Heart Huckabees
Q180856	choreography
Q352730	Treat Williams
Q1218601	The Greatest Story Ever Told
Q815606	Red Cliff
Q481832	Amy Adams
Q11036	The Rolling Stones
Q309086	Licence to Kill
Q206856	Angela Lansbury
Q229545	Raquel Welch
Q622441	Liberal Party
Q352010	David S. Goyer
Q2068759	Jor-El
Q915845	Brighton Rock
Q1793822	Kurt Luedtke
Q1324392	Tokyo Yakult Swallows
Q23733	Seinfeld
Q2452126	David Fury
Q954231	Randy Edelman
Q845619	Taunton
Q247312	John Ruddy
Q15046091	Cinderella
Q208269	Eternal Sunshine of the Spotless Mind
Q1052260	New Year's Eve
Q1139023	The Robe
Q994481	The Wild Bunch
Q315083	Jeremy Piven
Q229633	3 Idiots
Q1195881	The Morning After
Q1348423	Salvador
Q1190974	Howie Mandel
Q1536258	Southern Methodist University
Q314945	Michael Richards
Q2635312	Ridge Forrester
Q1140611	Wuthering Heights
Q882	Charlie Chaplin
Q589713	The Good Son
Q11817	Andrew Jackson
Q162954	Denver Nuggets
Q213706	Tom Selleck
Q2604288	Ragtime
Q1020	Malawi
Q466459	Regency Enterprises
Q271915	Fresno County
Q1036763	University of Chicago Law School
Q1707	Kiel
Q1454	North Carolina
Q214	Slovakia
Q157879	The Ghost Writer
Q257293	Gina McKee
Q642433	C.D. Chivas USA
Q212545	Natasha Richardson
Q5525494	Gary Lucchesi
Q59084	Mutiny on the Bounty
Q1592074	Lafayette College
Q976544	Order of the Elephant
Q3113385	Grammy Award for Best Musical Theater Album
Q8822	Robot Chicken
Q1151944	Mary-Kate Olsen
Q29	Spain
Q1048898	University of Vermont
Q1050571	catcher
Q455939	Patty Loveless
Q139901	Northern Arizona University
Q832487	Pillow Talk
Q49112	Yale University
Q312564	Douglas Haig, 1st Earl Haig
Q44754	Buenos Aires Province
Q1064766	Mad TV
Q219653	Joshua Jackson
Q720771	Mamoru Hosoda
Q2092093	Mongol conquests
Q503419	University of Arizona
Q1144673	Royal Academy of Music
Q61465	rhythmic gymnastics
Q7889	video game
Q122113	Super
Q1000222	Port Huron
Q5593841	Grammy Award for Best New Age Album
Q621490	Bob Balaban
Q167037	corporation
Q57282	Jacob Gedleyihlekisa Zuma
Q1344	opera
Q5294	DVD
Q2614533	electric folk
Q17167	Roman Republic
Q192828	Angola national football team
Q159729	San Antonio Spurs
Q108111	Riverside County
Q260125	John G. Avildsen
Q499196	Costa Mesa
Q368831	Colin Wilson
Q188920	Delta Air Lines
Q1367775	Joseph R. Gannascoli
Q1360124	Sunday, Bloody Sunday
Q392310	L.A.S.K. Linz
Q55260	David Lean
Q311450	Billy Preston
Q151250	neo-Nazism
Q158398	Iron Sky
Q470759	Kung Fu Hustle
Q189266	German-Soviet War
Q271281	Empire of the Sun
Q49220	Fremont
Q1139031	Top Hat
Q822946	The Dreamers
Q713099	Dwight Yoakam
Q5492	Lake Erie
Q496607	Flathead County
Q466302	Trey Anastasio
Q705669	Beyond Borders
Q1134502	Man of Conquest
Q8418	handball
Q180	Wikimedia Foundation, Inc.
Q610159	Elektra
Q712878	Mario Cecchi Gori
Q3849362	Holy Matrimony
Q6693219	Lowell High School
Q8128	1920 Summer Olympics
Q577754	Morocco
Q51503	Franklin J. Schaffner
Q153579	Stephen Sondheim
Q4488	Clancy Brown
Q188782	Malta national football team
Q37951	Sapporo
Q102551	Ernest Borgnine
Q209096	Burnley
Q180004	Fergie
Q119935	Edmond O'Brien
Q935122	Miguel Sandoval
Q843949	Lagaan
Q1338368	Somewhere
Q7108771	Otis College of Art and Design
Q452788	Dougray Scott
Q222720	Fargo
Q628249	Interplay Entertainment
Q326114	True Grit
Q121698	J Records
Q211723	speed metal
Q815681	The Pink Panther 2
Q146929	Ajay Devgan
Q102427	Academy Award for Best Picture
Q42156	Henri Bergson
Q1042	Seychelles
Q1324407	Academy Award for Best Live Action Short Film
Q18659	Swansea City A.F.C.
Q213581	Anatole Litvak
Q187423	Zelig
Q82949	Rocky V
Q487978	Austin Powers: The Spy Who Shagged Me
Q603271	FC Aarau
Q1631998	Screen Actors Guild Life Achievement Award
Q781608	The Nun's Story
Q274748	The Hangover Part II
Q8415	1960 Summer Olympics
Q181799	Richard Dreyfuss
Q264418	Russi Taylor
Q314397	Steve Winwood
Q239075	Michelle Forbes
Q906647	Dixieland
Q309153	Singin' in the Rain
Q230632	Fran Drescher
Q318885	Mako
Q212688	dub
Q617	Padua
Q95002	William Holden
Q1194613	The Jolson Story
Q671812	Chapel Hill
Q1131669	The Longest Yard
Q215752	Hartlepool
Q748	Buddhism
Q714610	Timothy Busfield
Q165711	Sire Records
Q6226	St Albans
Q4653	Sherlock Holmes
Q5894564	Hong Kong Film Award for Best New Performer
Q2241601	Faces
Q762266	City University of New York
Q516947	2000 Major League Baseball season
Q2685	Arnold Schwarzenegger
Q1699428	John Brown & Company
Q919999	Satellite Award for Best Original Song
Q175111	hanging
Q325412	Robert Palmer
Q756203	Atlanta Silverbacks
Q202246	Morrissey
Q184469	County Kerry
Q434762	2007 NFL Draft
Q504053	Ocean's Twelve
Q714057	Infernal Affairs
Q134549	Ted Kennedy
Q134233	Jonas Brothers
Q452236	Barbara McLean
Q445302	Judd Nelson
Q936425	A Very Long Engagement
Q1148233	Montreal Expos
Q848388	Foreign Correspondent
Q1342372	monster film
Q212123	Vicky Cristina Barcelona
Q18723	Queens Park Rangers F.C.
Q54079	Norfolk County
Q29086	Matthew Lillard
Q1483683	Underworld
Q504775	bladder cancer
Q846	Qatar
Q93957	Gary Cooper
Q11736	Tianjin
Q3994981	2005 NCAA Men's Division I Basketball Tournament
Q2529400	urban contemporary
Q1660701	The Shoes of the Fisherman
Q515869	Lions Gate Entertainment
Q936302	Scooby-Doo
Q207980	Nashville Predators
Q28196	World War Z
Q142701	Pearl Jam
Q495658	Northampton County
Q102711	Dennis Hopper
Q333	astronomy
Q222791	Ennio Flaiano
Q19498	Sheffield Wednesday F.C.
Q3307225	progressive bluegrass
Q27229	Utah County
Q215017	Rhys Ifans
Q497989	Montserrat national football team
Q797	Alaska
Q1760695	No Direction Home
Q488924	Oceanside
Q59185	Busta Rhymes
Q616886	Ken Burns
Q376131	Stephen Tobolowsky
Q142555	Australia national cricket team
Q211283	Bob Hoskins
Q384464	Hattiesburg
Q1797448	Connecticut College
Q192775	University of Glasgow
Q2143665	children's film
Q506888	Emile Kuri
Q120533	LeAnn Rimes
Q4636	Barbra Streisand
Q129041	Carmelo Anthony
Q215478	Terrence Malick
Q640353	Golden Globe Cecil B. DeMille Award
Q205685	SK Brann
Q93349	Bessie Smith
Q11631	astronaut
Q490737	Bloomington
Q711664	Walter Plunkett
Q127632	The Son of Kong
Q544692	Tony Plana
Q47087	Arthur C. Clarke
Q819127	Supernatural
Q214992	Aalesunds FK
Q84	London
Q26933	Pete Townshend
Q154216	Cat Stevens
Q186285	University of Copenhagen
Q622240	In the Heat of the Night
Q54177	Podlaskie Voivodeship
Q49211	Rensselaer Polytechnic Institute
Q64151	Cruel Intentions
Q484302	James Hetfield
Q24719	Roda JC Kerkrade
Q500933	Sauk County
Q4717090	Alex Graves
Q470771	From Hell
Q3163251	Jay Presson Allen
Q1479869	Gordon Douglas
Q298908	Patrick McGoohan
Q807	Lausanne
Q142349	Toronto Argonauts
Q644687	illustrator
Q138458	Hackensack
Q425675	MTV Movie Award for Best Scared-As-S**t Performance
Q826494	Shine
Q2413805	David Greenwalt
Q356715	Benny Carter
Q586320	Lyle R. Wheeler
Q842324	indie pop
Q486609	Anastasia
Q840668	La Jolla
Q247643	Elementary
Q202440	Atlantic Records
Q1861687	Montana State University - Bozeman
Q186219	True Blood
Q9390783	New South Wales Legislative Assembly
Q38280	German Shepherd dog
Q12431	Pyrenees
Q568245	John Dykstra
Q35286	Warren G. Harding
Q560108	Gordon Willis
Q2915506	Miami metropolitan area
Q8361	baroque music
Q110739	Santa Clara County
Q4507	Friday Night Lights
Q922857	UK Film Council
Q165154	Kingdom of Sardinia
Q121	July
Q738236	National University of Singapore
Q26895	Fort Bend County
Q1159071	Dan Futterman
Q386854	drummer
Q236728	Ponyo on the Cliff by the Sea
Q579928	The SpongeBob SquarePants Movie
Q2982991	Grinnell College
Q49209	Javanese people
Q313779	Everything but the Girl
Q23095	South Yorkshire
Q1362723	International IMPAC Dublin Literary Award
Q1022995	CBS Radio
Q4538	Jonathan Winters
Q12006	Dave Grohl
Q2646553	N. T. Rama Rao
Q223770	B movie
Q3376986	Pete 'n' Tillie
Q243998	bongo drum
Q188740	Museum of Modern Art
Q11621	E.T. the Extra-Terrestrial
Q5243456	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series
Q1196202	The Pawnbroker
Q41187	Sony
Q965367	Nathan Levinson
Q363117	Martin Brest
Q183555	Pirates of the Caribbean: On Stranger Tides
Q38253	Leroy Shield
Q25286	Uppsala
Q1428	Georgia
Q2278195	Natchitoches
Q107894	On Her Majesty's Secret Service
Q132524	Ayn Rand
Q1278284	Eastman School of Music
Q6750277	Manivannan
Q5503	rapid transit
Q9259	UNESCO World Heritage Site
Q1171590	The Seventh Cross
Q4529	Veronica Mars
Q842	Oman
Q212533	Grateful Dead
Q383700	Marvel vs. Capcom 2: New Age of Heroes
Q58444	Liam Neeson
Q1805906	Larenz Tate
Q170027	University of London
Q48943	Gillingham F.C.
Q1219026	The Merry Widow
Q9212	United States Army
Q15897	Amy Winehouse
Q337658	Christopher McQuarrie
Q493715	Madison County
Q83359	James Dean
Q1070333	University of Arkansas
Q179250	French invasion of Russia
Q1551887	Nobody's Fool
Q869719	The Taking of Pelham 123
Q59755495	Embassy of Germany, Port of Spain
Q622769	Man of Steel
Q1199439	The Last Tycoon
Q2247287	Amelia Earhart: The Final Flight
Q503119	Lewis Cass
Q934036	Fiddler on the Roof
Q581859	My Week with Marilyn
Q42620	Palestinian National Authority
Q274167	The Exorcist
Q158250	Peter Bogdanovich
Q581736	Little Man
Q179325	County Sligo
Q24904	ADO Den Haag
Q310926	Chevy Chase
Q208228	Stade de Reims
Q1701293	John P. Livadary
Q651060	Rock of Ages
Q665105	University of Delhi
Q55258	Stephen Frears
Q275180	Australia
Q190219	Norwegian Labour Party
Q245208	High Noon
Q40340	Racine
Q201034	Lana Turner
Q1753207	12th Screen Actors Guild Awards
Q430267	Bellingham
Q111436	Elmer Bernstein
Q350717	Michael Apted
Q1430587	minimal techno
Q18522	Mansfield Town F.C.
Q1852228	strongman
Q1824915	The Agony and the Ecstasy
Q174908	Michael Moore
Q578312	Body of Lies
Q915152	progressive house music
Q8577	2012 Summer Olympics
Q932601	West Orange
Q3893363	Keith A. Wester
Q226730	silent film
Q455545	Ian MacKaye
Q172	Toronto
Q248188	Milton Keynes Dons F.C.
Q11456	semiconductor
Q2096	Edmonton
Q3505712	family medicine
Q659212	FC St. Gallen
Q380266	third-person shooter
Q37995	Yangon
Q1160005	The Birdcage
Q40357	prison
Q486588	Shrek the Third
Q493443	Allen County
Q18426	The Bronx
Q455510	Michael Swanwick
Q152857	Downfall
Q430525	concert film
Q39561	Burbank
Q182725	Etta James
Q183182	Arthur Rubinstein
Q192761	County Armagh
Q130840	Eastern Cape
Q329719	Louis Gossett
Q1783603	Long Island University
Q743659	Rhodes piano
Q2020	Dragon Ball
Q706586	The Cassandra Crossing
Q5760981	Hilary Haag
Q278053	Labyrinth
Q2933976	California Department of Parks and Recreation
Q1988428	Avex Trax
Q43359	MTV
Q644933	Beowulf
Q849627	The Young and the Restless
Q220536	Kal Penn
Q188953	Perak
Q82594	computer scientist
Q2816426	38th Canadian Parliament
Q1570822	The Subject Was Roses
Q3519495	Raghuvaran
Q3294262	Mark Tinker
Q1060636	Daniel Handler
Q780745	Worcester College
Q345431	John Mellencamp
Q1467106	Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role
Q719471	High Society
Q4115716	Dave Wittenberg
Q216288	Garth Brooks
Q505353	Thomas Little
Q223511	Cincinnati Bengals
Q190956	Amadeus
Q505119	blockbuster
Q3748	Monrovia
Q164256	Kansai region
Q438445	Michael Stuhlbarg
Q2350830	Alan Oppenheimer
Q636906	Young Sherlock Holmes
Q203775	swing music
Q839078	Prime Minister of Canada
Q488531	Collier County
Q184697	Gloria Estefan
Q104109	Mary Pickford
Q2298633	The Best Little Whorehouse in Texas
Q235511	Taraji P. Henson
Q42735	Olympia
Q83325	Pamela Anderson
Q249350	Haywire
Q2557171	Backstairs at the White House
Q2061530	Swan Hunter
Q2617520	steel guitar
Q1065282	51st Academy Awards
Q3067564	New World Pictures
Q31805	Invercargill
Q1609199	Herbert Stothart
Q3179541	Scottish Labour Party
Q15786	1. FC Nürnberg
Q5185866	Cris Collinsworth
Q166231	infection
Q6534	French Revolution
Q1132439	The Practice
Q2337769	Spider-Man 3
Q576837	Montreal Alouettes
Q463313	Romeo + Juliet
Q104319	Seventh-day Adventist Church
Q1372513	Jeph Loeb
Q370712	SBV Excelsior
Q3926	Pretoria
Q27034	Brazoria County
Q206890	Carrie-Anne Moss
Q484401	Elko County
Q608988	CS Sedan Ardennes
Q455773	Roy Acuff
Q133116	Hamilton
Q1238931	Don Black
Q232520	Amy Brenneman
Q23080	Tyne and Wear
Q2059704	television director
Q484678	Berkeley
Q1391	Maryland
Q487605	Saratoga County
Q465754	Marco Beltrami
Q14960	Brno
Q2304909	defenceman
Q170564	Terminator 2: Judgment Day
Q981030	Saturn Award for Best Writing
Q470260	Griffin Dunne
Q463606	American Book Awards
Q1200552	Marvel Entertainment
Q168000	American University
Q9027	Swedish
Q53094	black comedy
Q200779	genetic disease
Q842909	Rice University
Q319630	Henry Clay
Q355771	Indian Army
Q163829	synthesizer
Q212166	Peru national football team
Q540672	Auburn University
Q858388	The Cars
Q43199	Omaha
Q1540553	Goya Award for Best Director
Q4700	Claude Debussy
Q1438735	Norfolk Admirals
Q191472	BBC One
Q206124	Midnight in Paris
Q83186	Romeo and Juliet
Q322328	The Nightmare Before Christmas
Q229313	Jessica Chastain
Q1514	Janis Joplin
Q119966	Patrick Gallagher
Q3506408	Swami
Q856805	The Boat That Rocked
Q245247	King's College London
Q9664	1998 Winter Olympics
Q1731	Dresden
Q3045762	Primetime Emmy Award for Outstanding Writing for a Comedy Series
Q116854	Philippa Boyens
Q2746831	quiet storm
Q1814758	Virginia Union University
Q162442	Allahabad
Q129006	Clement Attlee
Q753167	74th Academy Awards
Q958257	I Love You, Man
Q490732	Fort Collins
Q229050	Tori Spelling
Q988004	A Letter to Three Wives
Q165817	Saving Private Ryan
Q1141460	Striptease
Q526305	The Whales of August
Q1697043	Joan of Arc
Q8615	Spezia Calcio
Q342876	Across the Universe
Q770741	In the Loop
Q193146	Anthony Perkins
Q213787	The Hunchback of Notre Dame
Q392	Bob Dylan
Q1300420	Picnic
Q1015672	Whanganui
Q156623	Whatcom County
Q503246	Juilliard School
Q852033	Perth Glory FC
Q48340	CNN
Q238052	Swoosie Kurtz
Q280856	George VI
Q478371	Mrs. Miniver
Q861888	Oregon State University
Q731082	Breaking Away
Q9642	1968 Winter Olympics
Q232052	Asia Argento
Q166788	biathlon
Q352540	Michael Pitt
Q1017583	Oswego
Q219546	Albert Finney
Q33298	Filipino
Q767992	Guyana Tragedy: The Story of Jim Jones
Q1155838	correspondent
Q18154496	Spotlight
Q214582	Benny Andersson
Q2739748	Carson Daly
Q3994974	1998 NCAA Division I Men's Basketball Tournament
Q1175691	David Mills
Q2454247	James Cayne
Q54234	New Haven County
Q35535	police
Q24862	short film
Q211322	Tom Wilkinson
Q459532	Matthew Wood
Q1128631	Leeds United F.C.
Q2072393	The Ultimate Fighter
Q245075	Dev Patel
Q9458	Muhammad
Q2349035	The Effect of Gamma Rays on Man-in-the-Moon Marigolds
Q1127539	Delta blues
Q250205	Central Michigan University
Q41053	Hezbollah
Q947873	television presenter
Q1422458	University of Bath
Q499644	Julian Glover
Q212961	pancreatic cancer
Q212862	East River
Q932411	Brunel University London
Q12214	smallpox
Q561809	Richard Hunt
Q335017	Newport News
Q476726	Night at the Museum: Battle of the Smithsonian
Q757143	Chill-out music
Q3123491	Primetime Emmy Award for Outstanding Writing for a Drama Series
Q348093	Lucien Ballard
Q2833	Freiburg im Breisgau
Q1626186	Atonement
Q1395302	One True Thing
Q495633	Lycoming County
Q500312	Bethel Census Area
Q959259	Waldo Salt
Q750434	FC Kryvbas Kryvyi Rih
Q160236	Metropolitan Museum of Art
Q1603	Kentucky
Q186068	Fox News
Q161562	California Institute of Technology
Q464282	Bill Finger
Q18628	Roadrunner Records
Q484523	Jared Leto
Q220713	American Pie
Q845047	Koei
Q1066	Lake Superior
Q543581	The Ides of March
Q273233	Paul Robeson
Q46862	Hubei
Q83542	Resident Evil: Retribution
Q42844	major depressive disorder
Q1113311	Peshawar
Q3724	West Java
Q172837	Bicycle Thieves
Q432475	University of Canterbury
Q71084	First French Empire
Q992830	Santa Clara University
Q1190988	Bright Star
Q2092105	The Ballad of Jack and Rose
Q34	Sweden
Q8476	Urbs Reggina 1914
Q471103	Shōtarō Ishinomori
Q25057	Brazil
Q504114	Guelph
Q372454	Escondido
Q8031780	Wonder Woman
Q482	poetry
Q461825	Stephen Jackson
Q215905	Itzhak Perlman
Q102235	Harry Potter and the Order of the Phoenix
Q1070	Ahmedabad
Q28840386	Phantom Thread
Q878	United Arab Emirates
Q138089	Philadelphia 76ers
Q3595806	A. K. Hangal
Q163534	Austria national football team
Q1079140	Indiana University Bloomington
Q1143988	The Dove
Q868	Aristotle
Q82222	Little Richard
Q5237002	David MacMillan
Q509025	Big Daddy
Q18221	Turks and Caicos Islands
Q55392	Louis Malle
Q1163943	Elephant
Q47398	economic history
Q29096095	Roman Israel, Esq.
Q1125451	My Own Private Idaho
Q273136	Ryan Phillippe
Q9734	symphony
Q159846	Paramount Pictures
Q1521725	Louisiana State University
Q35648	William Howard Taft
Q11366	alternative rock
Q108106	Santa Barbara County
Q188430	F.C. Copenhagen
Q1921640	Merge Records
Q24815	Citizen Kane
Q117876	Pepperdine University
Q1624196	A Soldier's Story
Q618520	FC Midtjylland
Q658041	Thelma & Louise
Q503336	Lawton
Q3195661	Kevin Betsy
Q1498	Uttar Pradesh
Q302490	The Mission
Q351849	Tony Todd
Q49241	Lexington
Q5243457	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series
Q222837	AC Arles
Q329849	Adolph Green
Q572901	minimal music
Q465449	Miramax
Q1130581	KC and the Sunshine Band
Q4914	Jimmy Kimmel
Q1167299	The Picture of Dorian Gray
Q156181	Butte County
Q740911	ragga
Q1169487	University of Ibadan
Q950723	Hidden Agenda
Q726464	Bedtime Stories
